Data,referencia,tipo_atividade,enviado_por,Idioma,arquivos_em,laudas,Início,Término,num_docs,tipo_documento,ano_planilha,mes_aba,mes_num
28/09/2022,16419,Revisão,Marcella,Italiano,Word - PDF,4070.0,13:32:00,13:47:00,0,Procuração,2022,Setembro 2022,9
28/09/2022,16431,Revisão,Marcella,Inglês,Word - PDF,0.396,13:48:00,13:52:00,0,Atestado Médico,2022,Setembro 2022,9
28/09/2022,16401,Revisão,Marcella,Português,Word - Imagem,2774.0,13:53:00,14:10:00,0,Certidão Policial,2022,Setembro 2022,9
28/09/2022,16414,Revisão,Marcella,Inglês,Word - PDF,7361.0,14:11:00,14:51:00,0,Histórico Escolar,2022,Setembro 2022,9
28/09/2022,16167,Revisão,Marcella,Italiano,Word - PDF,37964.0,14:52:00,16:23:00,0,Certidões,2022,Setembro 2022,9
28/09/2022,16398,Revisão,Marcella,Inglês,Word - PDF,32397.0,16:27:00,17:55:00,0,Especificação técnica Alumar,2022,Setembro 2022,9
29/09/2022,16440,Revisão,Marcella,Italiano,Word - PDF,1803.0,09:00:00,09:17:00,0,Diploma,2022,Setembro 2022,9
29/09/2022,16427,CQ,Marcella,Português,Word - PDF,3186.0,09:18:00,09:31:00,0,Procuração Apostilada,2022,Setembro 2022,9
29/09/2022,16432,Revisão,Marcella,Português,Word - PDF,0.994,09:32:00,09:40:00,0,CNH,2022,Setembro 2022,9
29/09/2022,16425,Revisão,Marcella,Inglês,Word - PDF,6832.0,09:41:00,10:14:00,0,Histórico Escolar,2022,Setembro 2022,9
29/09/2022,16423,Revisão,Marcella,Italiano,Word - PDF,1156.0,10:17:00,10:25:00,0,Extrato Nubank,2022,Setembro 2022,9
29/09/2022,16245,CQ,Marcella,Italiano,Word - PDF,63442.0,10:26:00,14:00:00,0,Certidões,2022,Setembro 2022,9
29/09/2022,16333,CQ,Marcella,Italiano,Word - PDF,44834.0,14:01:00,14:50:00,0,Processo de Divórcio,2022,Setembro 2022,9
29/09/2022,16426,Revisão,Marcella,Inglês,Word - PDF,9186.0,14:51:00,15:24:00,0,Imposto de Renda,2022,Setembro 2022,9
29/09/2022,16436,CQ,Marcella,Inglês,Word - PDF,3745.0,15:25:00,15:45:00,0,Doc Detran,2022,Setembro 2022,9
29/09/2022,16451,Revisão,Marcella,Inglês,Word - PDF,2190.0,15:49:00,16:03:00,0,Certidão de Nascimento,2022,Setembro 2022,9
29/09/2022,16365,CQ,Marcella,Inglês,Word - PDF,73724.0,16:04:00,17:40:00,0,Documentos Diversos,2022,Setembro 2022,9
29/09/2022,16441,CQ,Marcella,Inglês,Word - PDF,6945.0,17:41:00,18:00:00,0,Doc Zanchetta,2022,Setembro 2022,9
30/09/2022,16434,CQ,Marcella,Italiano,Word - PDF,3997.0,09:08:00,09:18:00,0,Certidão de Nascimento,2022,Setembro 2022,9
30/09/2022,16444,Revisão,Marcella,Italiano,Word - PDF,7245.0,09:20:00,09:50:00,0,Certidão de Casamento,2022,Setembro 2022,9
30/09/2022,16447,Revisão,Marcella,Português,Word - PDF,5843.0,09:51:00,10:10:00,0,Diplomas Russos,2022,Setembro 2022,9
30/09/2022,16404,Revisão,Marcella,Português,Word - PDF,55433.0,11:26:00,14:15:00,0,Contrato,2022,Setembro 2022,9
30/09/2022,16411,CQ,Marcella,Português,Word - PDF,39071.0,10:14:00,11:25:00,0,Processo de Divórcio,2022,Setembro 2022,9
30/09/2022,16403,Revisão,Marcella,Espanhol,Word - PDF,10844.0,14:18:00,15:04:00,0,Doc Diversos,2022,Setembro 2022,9
30/09/2022,16445,Revisão,Marcella,Italiano,Word - PDF,3249.0,15:07:00,15:23:00,0,Procuração,2022,Setembro 2022,9
30/09/2022,16461,CQ,Marcella,Italiano,Word - PDF,3623.0,15:24:00,15:40:00,0,Procuração,2022,Setembro 2022,9
30/09/2022,16430,Revisão,Marcella,Português,Word - PDF,7895.0,15:47:00,16:16:00,0,Antecedentes Criminais,2022,Setembro 2022,9
30/09/2022,16341,CQ,Marcella,Italiano,Word - PDF,31811.0,16:17:00,17:30:00,0,Certidões,2022,Setembro 2022,9
30/09/2022,16442,Revisão,Marcella,Italiano,Word - PDF,2687.0,17:31:00,17:48:00,0,Histórico Escolar,2022,Setembro 2022,9
03/10/2022,16473,Revisão,Marcella,Italiano,Word - Imagem,1307.0,09:00:00,09:12:00,0,CNH,2022,Outubro 2022,10
03/10/2022,16435,Revisão,Marcella,Italiano,Word - PDF,2756.0,09:13:00,09:24:00,0,Procuração,2022,Outubro 2022,10
03/10/2022,16478,CQ,Marcella,Português,Word - PDF,1204.0,09:25:00,09:35:00,0,Extrato Resumido de Nascimento,2022,Outubro 2022,10
03/10/2022,16390,CQ,Marcella,Italiano,Word - PDF,35666.0,09:38:00,10:56:00,0,Certidões,2022,Outubro 2022,10
03/10/2022,16450,CQ,Marcella,Espanhol,Word - PDF,7070.0,10:57:00,11:20:00,0,Procuração,2022,Outubro 2022,10
03/10/2022,16360,CQ,Marcella,Italiano,Word - PDF,29357.0,11:25:00,13:35:00,0,Certidões,2022,Outubro 2022,10
03/10/2022,16446,CQ,Marcella,Inglês,Word - PDF,6966.0,13:49:00,14:20:00,0,Comprovantes/Extratos,2022,Outubro 2022,10
03/10/2022,16484,CQ,Marcella,Inglês,Word - PDF,2593.0,14:21:00,14:35:00,0,Imposto de Renda,2022,Outubro 2022,10
03/10/2022,16386,Revisão,Marcella,Italiano,Word - PDF,39114.0,14:36:00,16:18:00,0,Certidões,2022,Outubro 2022,10
03/10/2022,16460,Revisão,Marcella,Italiano,Word - PDF,11051.0,16:30:00,17:08:00,0,Procuração / Certidões,2022,Outubro 2022,10
03/10/2022,16455,Revisão,Marcella,Italiano,Word - PDF,5439.0,17:14:00,17:42:00,0,Certidões,2022,Outubro 2022,10
03/10/2022,16457,CQ,Marcella,Italiano,Word - PDF,9291.0,17:45:00,18:00:00,0,Certidão Histórico Escolar,2022,Outubro 2022,10
04/10/2022,16456,Revisão,Marcella,Português,Word - PDF,38345.0,09:00:00,10:39:00,0,Documentos Variados,2022,Outubro 2022,10
04/10/2022,16456,Tradução,Marcella,Português,PDF - Word,1857.0,09:30:00,10:00:00,0,Parte faltante do doc 3,2022,Outubro 2022,10
04/10/2022,16488,CQ,Marcella,Italiano,Word - PDF,3005.0,10:41:00,10:55:00,0,Certidão de Nascimento,2022,Outubro 2022,10
04/10/2022,16487,CQ,Marcella,Português,Word - PDF,12538.0,11:01:00,11:30:00,0,Procuração,2022,Outubro 2022,10
04/10/2022,16459,Revisão,Marcella,Italiano,Word - PDF,7442.0,11:31:00,12:08:00,0,Procuração,2022,Outubro 2022,10
04/10/2022,16503,CQ,Marcella,Inglês,Word - PDF,3301.0,12:09:00,13:25:00,0,Histórico Escolar,2022,Outubro 2022,10
04/10/2022,16449,Revisão,Marcella,Português,Word - PDF,3786.0,13:25:00,13:41:00,0,Certidão de Casamento,2022,Outubro 2022,10
04/10/2022,16510,Revisão,Marcella,Português,Word - Imagem,2379.0,13:42:00,14:00:00,0,Carta de Recomendação Profissional,2022,Outubro 2022,10
04/10/2022,16453,Revisão,Marcella,Italiano,Word - PDF,10395.0,14:01:00,14:45:00,0,Certidões,2022,Outubro 2022,10
04/10/2022,16474,Revisão,Marcella,Italiano,Word - PDF,4721.0,14:46:00,15:08:00,0,Procuração,2022,Outubro 2022,10
04/10/2022,16499,CQ,Marcella,Inglês,Word - PDF,2275.0,15:10:00,15:25:00,0,Certidão,2022,Outubro 2022,10
04/10/2022,16492,Revisão,Marcella,Inglês,Word - PDF,2936.0,15:27:00,15:41:00,0,Histórico Escolar,2022,Outubro 2022,10
04/10/2022,16285,Revisão,Marcella,Italiano,Word - PDF,102581.0,15:51:00,11:54:00,0,Certidões,2022,Outubro 2022,10
04/10/2022,16528,Revisão,Marcella,Inglês,Word - Word,1610.0,15:47:00,15:50:00,0,Carta Simples,2022,Outubro 2022,10
05/10/2022,16519,Tradução,Júlia,Português,PDF - Word,2099.0,08:00:00,09:00:00,0,Declaração de Confiabilidade,2022,Outubro 2022,10
05/10/2022,16516,CQ,Marcella,Italiano,Word - PDF,1910.0,11:54:00,12:15:00,0,Procuração,2022,Outubro 2022,10
05/10/2022,16483,CQ,Marcella,Português,Word - PDF,13351.0,13:15:00,13:40:00,0,Docs Diversos,2022,Outubro 2022,10
05/10/2022,16508,CQ,Marcella,Italiano,Word - PDF,7000.0,13:41:00,14:00:00,0,CNN,2022,Outubro 2022,10
05/10/2022,16364,Revisão,Marcella,Italiano,Word - PDF,54157.0,14:00:00,16:10:00,0,Certidões,2022,Outubro 2022,10
05/10/2022,16539,Revisão,Marcella,Português,Word - Imagem,1834.0,16:12:00,16:44:00,0,Carta de Remédio,2022,Outubro 2022,10
05/10/2022,16486,CQ,Marcella,Inglês,Word - PDF,5534.0,16:45:00,17:10:00,0,Histórico Escolar,2022,Outubro 2022,10
05/10/2022,16526,Revisão,Marcella,Português,Word - PDF,10251.0,17:10:00,17:41:00,0,Docs Diversos,2022,Outubro 2022,10
05/10/2022,16452,CQ,Marcella,Italiano,Word - PDF,28352.0,17:46:00,09:30:00,0,Certidões,2022,Outubro 2022,10
06/10/2022,16519,Revisão,Marcella,Português,Word - PDF,15063.0,09:30:00,10:13:00,0,Contrato,2022,Outubro 2022,10
06/10/2022,16260,CQ,Marcella,Italiano,Word - PDF,93292.0,10:17:00,14:50:00,0,Certidões,2022,Outubro 2022,10
06/10/2022,16533,CQ,Marcella,Inglês,Word - PDF,10038.0,14:57:00,15:25:00,0,Histórico Escolar,2022,Outubro 2022,10
06/10/2022,16540,Revisão,Marcella,Inglês,Word - PDF,2494.0,15:29:00,15:44:00,0,Histórico Escolar,2022,Outubro 2022,10
06/10/2022,16471,Revisão,Marcella,Português,Word - PDF,23257.0,15:47:00,16:50:00,0,Contrato,2022,Outubro 2022,10
06/10/2022,16518,CQ,Marcella,Português,Word - PDF,3745.0,16:52:00,17:10:00,0,Histórico Escolar,2022,Outubro 2022,10
06/10/2022,16515,Revisão,Marcella,Português,Word - PDF,14151.0,17:16:00,17:52:00,0,Certidão de Nascimento,2022,Outubro 2022,10
07/10/2022,16543,CQ,Marcella,Inglês,Word - PDF,8649.0,09:06:00,09:30:00,0,Licença de exportação,2022,Outubro 2022,10
07/10/2022,16564,Revisão,Marcella,Inglês,Word - PDF,1634.0,09:30:00,09:38:00,0,Certidão de Nascimento,2022,Outubro 2022,10
07/10/2022,16433,Revisão,Marcella,Italiano,Word - PDF,43231.0,09:40:00,12:06:00,0,Certidões,2022,Outubro 2022,10
07/10/2022,16537,CQ,Marcella,Italiano,Word - PDF,12563.0,13:16:00,13:40:00,0,Procurações,2022,Outubro 2022,10
07/10/2022,16552,Revisão,Marcella,Inglês,Word - Imagem,2507.0,13:40:00,13:55:00,0,Carta de Referência,2022,Outubro 2022,10
07/10/2022,16530,Revisão,Marcella,Italiano,Word - PDF,21324.0,14:10:00,15:27:00,0,Certidões,2022,Outubro 2022,10
07/10/2022,16527,CQ,Marcella,Italiano,Word - PDF,25915.0,15:28:00,16:45:00,0,Certidões,2022,Outubro 2022,10
07/10/2022,16550,Revisão,Marcella,Português,Word - PDF,1415.0,16:46:00,17:03:00,0,Procuração,2022,Outubro 2022,10
07/10/2022,16563,CQ,Marcella,Português,Word - PDF,5971.0,17:05:00,17:30:00,0,Procuração,2022,Outubro 2022,10
07/10/2022,16565,CQ,Marcella,Português,Word - PDF,1178.0,17:30:00,17:40:00,0,Diploma,2022,Outubro 2022,10
07/10/2022,16572,Revisão,Marcella,Português,Word - PDF,0.891,17:46:00,17:55:00,0,CNH,2022,Outubro 2022,10
10/10/2022,16559,Tradução,Júlia,Português,PDF - Word,2773.0,15:00:00,15:51:00,0,Diploma Russo Apostilado,2022,Outubro 2022,10
10/10/2022,16554,CQ,Marcella,Inglês,Word - Imagem,7751.0,09:36:00,10:00:00,0,Histórico Escolar,2022,Outubro 2022,10
10/10/2022,16562,CQ,Marcella,Inglês,Word - PDF,3277.0,10:00:00,10:15:00,0,Certidão de Nascimento,2022,Outubro 2022,10
10/10/2022,16556,CQ,Marcella,Inglês,Word - PDF,2488.0,10:15:00,10:26:00,0,Histórico Escolar,2022,Outubro 2022,10
10/10/2022,16583,Revisão,Marcella,Inglês,Word - Imagem,1380.0,10:26:00,10:35:00,0,CNH,2022,Outubro 2022,10
10/10/2022,16536,Revisão,Marcella,Italiano,Word - PDF,5959.0,10:44:00,11:15:00,0,Processo de Divórcio,2022,Outubro 2022,10
10/10/2022,16586,CQ,Marcella,Português,Word - PDF,1881.0,11:18:00,11:25:00,0,Carta de Apresentação,2022,Outubro 2022,10
10/10/2022,16475,Revisão,Marcella,Italiano,Word - PDF,43566.0,11:27:00,15:01:00,0,Certidões,2022,Outubro 2022,10
10/10/2022,16585,Revisão,Marcella,Inglês,Word - PDF,1990.0,15:07:00,15:18:00,0,Cadastro Nacional de Pessoa Jurídica,2022,Outubro 2022,10
10/10/2022,16570,CQ,Marcella,Italiano,Word - PDF,1868.0,15:21:00,15:31:00,0,CNN,2022,Outubro 2022,10
10/10/2022,16568,Revisão,Marcella,Italiano,Word - PDF,12122.0,15:31:00,16:09:00,0,Certidões,2022,Outubro 2022,10
10/10/2022,16592,CQ,Marcella,Espanhol,Word - Word,22761.0,16:24:00,17:00:00,0,Contrato,2022,Outubro 2022,10
10/10/2022,16576,Revisão,Marcella,Italiano,Word - PDF,8193.0,17:20:00,17:47:00,0,Procurações,2022,Outubro 2022,10
11/10/2022,16578,Revisão,Marcella,Italiano,Word - PDF,12049.0,09:11:00,09:57:00,0,Certidões de Casamento,2022,Outubro 2022,10
11/10/2022,16577,Revisão,Marcella,Italiano,Word - PDF,3568.0,09:58:00,10:16:00,0,Certidão de Óbito,2022,Outubro 2022,10
11/10/2022,16590,CQ,Marcella,Italiano,Word - PDF,11433.0,10:17:00,10:47:00,0,Certidões,2022,Outubro 2022,10
11/10/2022,16555,CQ,Marcella,Português,Word - PDF,55047.0,10:48:00,13:20:00,0,Contrato,2022,Outubro 2022,10
11/10/2022,16612,Revisão,Marcella,Inglês,Word - PDF,0.957,13:24:00,13:34:00,0,Receita Médica,2022,Outubro 2022,10
11/10/2022,16558,Revisão,Marcella,Italiano,Word - PDF,16055.0,13:35:00,14:43:00,0,Certidões,2022,Outubro 2022,10
11/10/2022,16596,CQ,Marcella,Inglês,Word - Imagem,5303.0,14:47:00,15:05:00,0,Certidões,2022,Outubro 2022,10
11/10/2022,16601,Revisão,Marcella,Italiano,Word - PDF,53569.0,15:06:00,17:55:00,0,Certidões,2022,Outubro 2022,10
13/10/2022,16588,Revisão,Marcella,Italiano,Word - PDF,1967.0,09:03:00,09:18:00,0,Declaração,2022,Outubro 2022,10
13/10/2022,16600,Revisão,Marcella,Inglês,Word - PDF,5688.0,09:20:00,10:17:00,0,Certidão de Casamento,2022,Outubro 2022,10
13/10/2022,16580,CQ,Marcella,Italiano,Word - PDF,9802.0,10:18:00,10:59:00,0,Certidões,2022,Outubro 2022,10
13/10/2022,16587,Revisão,Marcella,Inglês,Word - PDF,4247.0,10:59:00,11:26:00,0,Histórico Escolar,2022,Outubro 2022,10
13/10/2022,16609,Revisão,Marcella,Português,Word - PDF,0.566,11:28:00,11:34:00,0,Extrato Resumido de Nascimento,2022,Outubro 2022,10
13/10/2022,16598,CQ,Marcella,Português,Word - Imagem,7248.0,11:35:00,12:00:00,0,Exames médicos,2022,Outubro 2022,10
13/10/2022,16525,Revisão,Marcella,Italiano,Word - PDF,93570.0,12:01:00,17:21:00,0,Certidões,2022,Outubro 2022,10
13/10/2022,16507,CQ,Marcella,Italiano,Word - PDF,40499.0,17:23:00,18:50:00,0,Certidões,2022,Outubro 2022,10
14/10/2022,16623,Tradução,Júlia,Inglês,PDF - Word,1528.0,19:00:00,19:30:00,0,Diplomas,2022,Outubro 2022,10
14/10/2022,16632,Revisão,Marcella,Português,Word - PDF,1443.0,08:50:00,09:00:00,0,Extrato Resumido de Nascimento,2022,Outubro 2022,10
14/10/2022,16614,CQ,Marcella,Italiano,Word - PDF,3887.0,09:00:00,09:15:00,0,Escritura Pública,2022,Outubro 2022,10
14/10/2022,16634,Revisão,Marcella,Português,Word - PDF,2156.0,09:16:00,09:25:00,0,Antecedentes Criminais,2022,Outubro 2022,10
14/10/2022,16638,CQ,Marcella,Português,Word - PDF,1612.0,09:26:00,09:33:00,0,Extrato Resumido de Nascimento,2022,Outubro 2022,10
14/10/2022,16620,Revisão,Marcella,Italiano,Word - PDF,2630.0,09:34:00,09:48:00,0,Procuração,2022,Outubro 2022,10
14/10/2022,16548,CQ,Marcella,Italiano,Word - PDF,19879.0,09:51:00,10:50:00,0,Histórico Escolar,2022,Outubro 2022,10
14/10/2022,16631,CQ,Marcella,Inglês,Word - Imagem,2041.0,10:51:00,11:00:00,0,Carta de Recomendação Profissional,2022,Outubro 2022,10
14/10/2022,16623,CQ,Marcella,Inglês,Word - PDF,10400.0,11:09:00,11:45:00,0,Holerite,2022,Outubro 2022,10
14/10/2022,16608,CQ,Marcella,Inglês,Word - PDF,7808.0,11:46:00,12:15:00,0,Carteira de Trabalho Digital,2022,Outubro 2022,10
14/10/2022,16625,Revisão,Marcella,Inglês,Word Bicolunado,10472.0,13:15:00,13:50:00,0,Apresentação Médica,2022,Outubro 2022,10
14/10/2022,16606,CQ,Marcella,Italiano,Word - PDF,4953.0,13:51:00,14:10:00,0,Diversos,2022,Outubro 2022,10
14/10/2022,16607,CQ,Marcella,Português,Word - PDF,1450.0,14:11:00,14:20:00,0,Documentos de Embarque,2022,Outubro 2022,10
14/10/2022,16654,Revisão,Marcella,Italiano,Word - PDF,6641.0,14:23:00,14:48:00,0,Certidão de Nascimento,2022,Outubro 2022,10
14/10/2022,16627,Revisão,Marcella,Português,Word - PDF,5192.0,14:49:00,15:09:00,0,Procuração,2022,Outubro 2022,10
14/10/2022,16629,CQ,Marcella,Inglês,Word - PDF,12265.0,15:14:00,15:45:00,0,Histórico Escolar,2022,Outubro 2022,10
14/10/2022,16641,CQ,Marcella,Inglês,Word - PDF,1197.0,15:46:00,15:56:00,0,Antecedentes Criminais,2022,Outubro 2022,10
14/10/2022,16575,Revisão,Marcella,Italiano,Word - PDF,17116.0,16:01:00,17:08:00,0,Certidões,2022,Outubro 2022,10
17/10/2022,16664,Revisão,Marcella,Português,Word - Original,2986.0,09:56:00,10:13:00,0,Extrato Resumido de Nascimento,2022,Outubro 2022,10
17/10/2022,16655,Revisão,Marcella,Português,Word - Original,13733.0,10:15:00,11:41:00,0,Certidão de Estado Civil,2022,Outubro 2022,10
17/10/2022,16663,Revisão,Marcella,Inglês,Word - PDF,2178.0,11:45:00,12:00:00,0,Histórico Escolar,2022,Outubro 2022,10
17/10/2022,16622,Revisão,Marcella,Inglês,Word - PDF,31638.0,13:00:00,15:03:00,0,Boletim de Ocorrência,2022,Outubro 2022,10
17/10/2022,16685,CQ,Marcella,Inglês,Word - PDF,0.408,15:06:00,15:08:00,0,Certificado de Treinamento,2022,Outubro 2022,10
17/10/2022,16684,Revisão,Marcella,Português,Word - PDF,1267.0,15:10:00,15:25:00,0,CNH,2022,Outubro 2022,10
17/10/2022,16665,Revisão,Marcella,Inglês,Word - Imagem,2600.0,15:28:00,15:45:00,0,Certidão de Casamento,2022,Outubro 2022,10
17/10/2022,16633,CQ,Marcella,Inglês,Word - PDF,2242.0,15:46:00,15:53:00,0,Certificado de Cidadania,2022,Outubro 2022,10
17/10/2022,16618,Revisão,Marcella,Português,Word - PDF,20581.0,15:56:00,16:42:00,0,Contrato,2022,Outubro 2022,10
17/10/2022,16542,Revisão,Marcella,Italiano,Word - PDF,8602.0,16:45:00,17:19:00,0,Certidões,2022,Outubro 2022,10
17/10/2022,16649,Revisão,Marcella,Italiano,Word - PDF,24165.0,17:24:00,09:30:00,0,Processo de Divórcio,2022,Outubro 2022,10
18/10/2022,16657,Revisão,Marcella,Italiano,Word - Imagem,3646.0,09:31:00,09:53:00,0,Certidão de Nascimento,2022,Outubro 2022,10
18/10/2022,16689,CQ,Marcella,Português,Word - PDF,1672.0,09:54:00,10:05:00,0,Extrato Resumido de Nascimento,2022,Outubro 2022,10
18/10/2022,16659,CQ,Marcella,Inglês,Word - PDF,8837.0,10:06:00,10:35:00,0,Holerite,2022,Outubro 2022,10
18/10/2022,16648,Revisão,Marcella,Italiano,Word - Imagem,4161.0,10:37:00,10:59:00,0,Escritura Pública,2022,Outubro 2022,10
18/10/2022,16542,CQ,Marcella,Italiano,Word - PDF,54616.0,11:00:00,14:00:00,0,Certidões,2022,Outubro 2022,10
18/10/2022,16678,CQ,Marcella,Italiano,Word - PDF,4346.0,14:00:00,14:15:00,0,Certidão,2022,Outubro 2022,10
18/10/2022,16653,CQ,Marcella,Inglês,Word - PDF,8040.0,14:17:00,14:40:00,0,Histórico Escolar,2022,Outubro 2022,10
18/10/2022,16679,Revisão,Marcella,Italiano,Word - PDF,3024.0,14:43:00,15:06:00,0,Certidão de Nascimento,2022,Outubro 2022,10
18/10/2022,16686,CQ,Marcella,Inglês,Word - PDF,8809.0,15:13:00,15:40:00,0,Comprovantes/Extratos,2022,Outubro 2022,10
18/10/2022,16680,Revisão,Marcella,Inglês,Word - PDF,5209.0,15:42:00,16:03:00,0,Certidão de Casamento,2022,Outubro 2022,10
18/10/2022,16694,CQ,Marcella,Inglês,Word - PDF,6045.0,16:04:00,16:32:00,0,Recibos,2022,Outubro 2022,10
18/10/2022,16661,CQ,Marcella,Italiano,Word - PDF,3064.0,16:33:00,16:43:00,0,Certidão de Nascimento,2022,Outubro 2022,10
18/10/2022,16673,CQ,Marcella,Português,Word - Imagem,5355.0,16:44:00,17:07:00,0,Certificado de Nascimento,2022,Outubro 2022,10
18/10/2022,16698,Revisão,Marcella,Inglês,Word - PDF,2028.0,17:08:00,17:20:00,0,Histórico Escolar Doutorado,2022,Outubro 2022,10
18/10/2022,16708,Revisão,Marcella,Inglês,Word - PDF,5117.0,17:21:00,17:40:00,0,Contrato,2022,Outubro 2022,10
18/10/2022,16662,CQ,Marcella,Inglês,Word - PDF,25827.0,17:41:00,09:30:00,0,Extrato Bancário,2022,Outubro 2022,10
19/10/2022,16682,Revisão,Marcella,Inglês,Word - Imagem,4030.0,09:31:00,09:50:00,0,Histórico Escolar,2022,Outubro 2022,10
19/10/2022,16702,Revisão,Marcella,Português,Word - Imagem,1066.0,09:51:00,10:00:00,0,Extrato Resumido de Nascimento,2022,Outubro 2022,10
19/10/2022,16704,CQ,Marcella,Inglês,Word - PDF,0.868,10:02:00,10:06:00,0,Certificado,2022,Outubro 2022,10
19/10/2022,16687,CQ,Marcella,Inglês,Word - PDF,6385.0,10:07:00,10:25:00,0,Certidões,2022,Outubro 2022,10
19/10/2022,16697,CQ,Marcella,Inglês,Word - PDF,3418.0,10:31:00,10:45:00,0,Histórico Escolar,2022,Outubro 2022,10
19/10/2022,16613,Revisão,Marcella,Italiano,Word - PDF,37511.0,10:46:00,13:30:00,0,Certidões,2022,Outubro 2022,10
19/10/2022,16729,CQ,Marcella,Inglês,Word - PDF,1443.0,13:32:00,13:40:00,0,CNH,2022,Outubro 2022,10
19/10/2022,16700,CQ,Marcella,Italiano,Word - PDF,17609.0,13:40:00,14:25:00,0,Imposto de Renda,2022,Outubro 2022,10
19/10/2022,16688,CQ,Marcella,Português,Word - PDF,10329.0,14:38:00,14:55:00,0,Doc Diverso,2022,Outubro 2022,10
19/10/2022,16668,Revisão,Marcella,Italiano,Word - PDF,37033.0,15:00:00,16:45:00,0,Certidões,2022,Outubro 2022,10
19/10/2022,16701,Revisão,Marcella,Inglês,Word - PDF,7015.0,16:59:00,17:34:00,0,Histórico Escolar,2022,Outubro 2022,10
19/10/2022,16462,CQ,Marcella,Italiano,Word - PDF,5793.0,17:43:00,17:50:00,0,Certidão de Casamento,2022,Outubro 2022,10
20/10/2022,16738,Revisão,Marcella,Português,Word - Imagem,2288.0,09:00:00,09:22:00,0,Extrato Resumido de Nascimento,2022,Outubro 2022,10
20/10/2022,16719,CQ,Marcella,Italiano,Word - Imagem,11634.0,09:23:00,09:47:00,0,Certidão,2022,Outubro 2022,10
20/10/2022,16709,CQ,Marcella,Português,Word - PDF,1331.0,09:51:00,10:04:00,0,Extrato Resumido de Nascimento,2022,Outubro 2022,10
20/10/2022,16726,Revisão,Marcella,Italiano,Word - PDF,12476.0,10:05:00,11:00:00,0,Certidões,2022,Outubro 2022,10
20/10/2022,16569,CQ,Marcella,Inglês,Word - PDF,177508.0,11:10:00,17:07:00,0,Rescisão de Contrato,2022,Outubro 2022,10
20/10/2022,16732,CQ,Marcella,Inglês,Word - Imagem,2239.0,17:08:00,17:20:00,0,Carta de Recomendação Profissional,2022,Outubro 2022,10
20/10/2022,16731,CQ,Marcella,Inglês,Word - PDF,2854.0,17:23:00,17:40:00,0,Histórico Escolar,2022,Outubro 2022,10
21/10/2022,16734,CQ,Marcella,Espanhol,Word - Word,52486.0,09:01:00,10:30:00,0,Programa de autocontrole,2022,Outubro 2022,10
21/10/2022,16605,CQ,Marcella,Italiano,Word - PDF,48229.0,10:40:00,13:15:00,0,Certidões,2022,Outubro 2022,10
21/10/2022,16739,CQ,Marcella,Português,Word - Imagem,19597.0,13:24:00,14:00:00,0,Comprovantes/Extratos,2022,Outubro 2022,10
21/10/2022,16771,Revisão,Marcella,Português,Word - PDF,2876.0,14:01:00,14:17:00,0,Certificado,2022,Outubro 2022,10
21/10/2022,16626,Revisão,Marcella,Italiano,Word - Imagem,31954.0,14:18:00,15:56:00,0,Certidões,2022,Outubro 2022,10
21/10/2022,16765,CQ,Marcella,Inglês,Word - Imagem,1660.0,16:02:00,16:12:00,0,Relatório Médico,2022,Outubro 2022,10
21/10/2022,16748,Revisão,Marcella,Inglês,Word - PDF,35434.0,16:13:00,17:40:00,0,Doc Dentário,2022,Outubro 2022,10
21/10/2022,16757,CQ,Marcella,Espanhol,Word - PDF,2289.0,17:44:00,17:55:00,0,Doc Diverso,2022,Outubro 2022,10
24/10/2022,16770,Revisão,Marcella,Italiano,Word - PDF,5683.0,09:07:00,09:44:00,0,Documentos Jurídicos de CNPJ,2022,Outubro 2022,10
24/10/2022,16762,Revisão,Marcella,Inglês,Word - PDF,51247.0,09:47:00,11:47:00,0,Contratos de Publicação do Livro,2022,Outubro 2022,10
24/10/2022,16778,Revisão,Marcella,Português,Word - PDF,81697.0,11:44:00,15:04:00,0,Relatório de Calderaria,2022,Outubro 2022,10
24/10/2022,16743,Revisão,Marcella,Italiano,Word - PDF,7573.0,15:07:00,17:30:00,0,Procurações,2022,Outubro 2022,10
24/10/2022,16754,Revisão,Marcella,Italiano,Word - PDF,29434.0,15:36:00,16:36:00,0,Processo de Divórcio,2022,Outubro 2022,10
24/10/2022,16790,CQ,Marcella,Português,Word - PDF,1658.0,16:37:00,16:44:00,0,Extrato Resumido de Nascimento,2022,Outubro 2022,10
24/10/2022,16753,CQ,Marcella,Italiano,Word - PDF,16866.0,16:45:00,17:57:00,0,Certidões,2022,Outubro 2022,10
25/10/2022,16773,CQ,Marcella,Italiano,Word - PDF,8001.0,09:04:00,09:30:00,0,Procurações,2022,Outubro 2022,10
25/10/2022,16776,Revisão,Marcella,Português,Word - PDF,42840.0,09:31:00,11:55:00,0,Contrato,2022,Outubro 2022,10
25/10/2022,16811,Revisão,Marcella,Inglês,Word - PDF,4118.0,12:01:00,13:25:00,0,Doc Judicial,2022,Outubro 2022,10
25/10/2022,16816,CQ,Marcella,Inglês,Word - PDF,5124.0,13:29:00,13:45:00,0,Doc Simples,2022,Outubro 2022,10
25/10/2022,16747,Revisão,Marcella,Italiano,Word - PDF,2559.0,13:50:00,14:05:00,0,Procuração,2022,Outubro 2022,10
